time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__14-54-47_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': 3.1375632286071777; 'x': 0.012449625879526138; 'z': 0.012054809369146824},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401323; 'x': 41.5194375; 'z': 0.22},{'y': -0.07; 'x': 0.0; 'z': 0.0},179,ALT_HOLD
2017_07_18__14-55-33_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -3.1255972385406494; 'x': 0.006998259574174881; 'z': 0.00853032898157835},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.2401196; 'x': 41.5194348; 'z': 0.02},{'y': -0.03; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-33_580,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -3.1255972385406494; 'x': 0.006998259574174881; 'z': 0.00853032898157835},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.2401196; 'x': 41.5194348; 'z': 0.02},{'y': -0.03; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-33_680,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -3.1255972385406494; 'x': 0.006998259574174881; 'z': 0.00853032898157835},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.2401196; 'x': 41.5194348; 'z': 0.02},{'y': -0.03; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-33_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -3.1255972385406494; 'x': 0.006998259574174881; 'z': 0.00853032898157835},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.2401196; 'x': 41.5194348; 'z': 0.02},{'y': -0.03; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-33_880,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -3.1255972385406494; 'x': 0.006998259574174881; 'z': 0.00853032898157835},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.2401201; 'x': 41.5194349; 'z': 0.0},{'y': -0.04; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-33_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -3.12536358833313; 'x': 0.006949260830879211; 'z': 0.008327995426952839},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.2401201; 'x': 41.5194349; 'z': 0.0},{'y': -0.04; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-34_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -3.12536358833313; 'x': 0.006949260830879211; 'z': 0.008327995426952839},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.2401201; 'x': 41.5194349; 'z': 0.0},{'y': -0.04; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-34_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.12536358833313; 'x': 0.006949260830879211; 'z': 0.008327995426952839},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401201; 'x': 41.5194349; 'z': 0.0},{'y': -0.04; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-34_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.12536358833313; 'x': 0.006949260830879211; 'z': 0.008327995426952839},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401201; 'x': 41.5194349; 'z': 0.0},{'y': -0.04; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-34_380,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.12536358833313; 'x': 0.006949260830879211; 'z': 0.008327995426952839},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401205; 'x': 41.5194351; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-34_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.12536358833313; 'x': 0.006949260830879211; 'z': 0.008327995426952839},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401205; 'x': 41.5194351; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-34_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.12536358833313; 'x': 0.006949260830879211; 'z': 0.008327995426952839},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401205; 'x': 41.5194351; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-34_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.12536358833313; 'x': 0.006949260830879211; 'z': 0.008327995426952839},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401205; 'x': 41.5194351; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-34_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.12536358833313; 'x': 0.006949260830879211; 'z': 0.008327995426952839},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401205; 'x': 41.5194351; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-34_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -3.1251862049102783; 'x': 0.00708027184009552; 'z': 0.008089290000498295},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401205; 'x': 41.5194351; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-34_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -3.1251862049102783; 'x': 0.00708027184009552; 'z': 0.008089290000498295},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401205; 'x': 41.5194351; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-35_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -3.1251862049102783; 'x': 0.00708027184009552; 'z': 0.008089290000498295},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401205; 'x': 41.5194351; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-35_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -3.1251862049102783; 'x': 0.00708027184009552; 'z': 0.008089290000498295},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401205; 'x': 41.5194351; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-35_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -3.1251862049102783; 'x': 0.00708027184009552; 'z': 0.008089290000498295},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401205; 'x': 41.5194351; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-35_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -3.1251862049102783; 'x': 0.00708027184009552; 'z': 0.008089290000498295},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.240121; 'x': 41.5194353; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-35_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.124994993209839; 'x': 0.0070833470672369; 'z': 0.007957600057125092},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240121; 'x': 41.5194353; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-35_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.124994993209839; 'x': 0.0070833470672369; 'z': 0.007957600057125092},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240121; 'x': 41.5194353; 'z': 0.0},{'y': -0.03; 'x': 0.0; 'z': 0.0},180,ALT_HOLD
2017_07_18__14-55-35_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.124994993209839; 'x': 0.0070833470672369; 'z': 0.007957600057125092},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401214; 'x': 41.5194354; 'z': 0.01},{'y': -0.03; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-35_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.124994993209839; 'x': 0.0070833470672369; 'z': 0.007957600057125092},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401214; 'x': 41.5194354; 'z': 0.01},{'y': -0.03; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-35_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.17464248836,{'y': -3.124845266342163; 'x': 0.007009226828813553; 'z': 0.00788730289787054},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.17464248836,PHYS_2,{'y': -86.2401214; 'x': 41.5194354; 'z': 0.01},{'y': -0.03; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-35_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.17464248836,{'y': -3.124845266342163; 'x': 0.007009226828813553; 'z': 0.00788730289787054},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.17464248836,PHYS_2,{'y': -86.2401214; 'x': 41.5194354; 'z': 0.01},{'y': -0.03; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-36_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.17464248836,{'y': -3.124845266342163; 'x': 0.007009226828813553; 'z': 0.00788730289787054},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.17464248836,PHYS_2,{'y': -86.2401214; 'x': 41.5194354; 'z': 0.01},{'y': -0.03; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-36_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.17464248836,{'y': -3.124845266342163; 'x': 0.007009226828813553; 'z': 0.00788730289787054},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.17464248836,PHYS_2,{'y': -86.2401216; 'x': 41.5194358; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-36_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.17464248836,{'y': -3.124845266342163; 'x': 0.007009226828813553; 'z': 0.00788730289787054},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.17464248836,PHYS_2,{'y': -86.2401216; 'x': 41.5194358; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-36_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.17464248836,{'y': -3.124845266342163; 'x': 0.007009226828813553; 'z': 0.00788730289787054},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.17464248836,PHYS_2,{'y': -86.2401216; 'x': 41.5194358; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-36_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.17464248836,{'y': -3.1247105598449707; 'x': 0.007245901972055435; 'z': 0.007507204078137875},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.17464248836,PHYS_2,{'y': -86.2401216; 'x': 41.5194358; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-36_580,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.17464248836,{'y': -3.1247105598449707; 'x': 0.007245901972055435; 'z': 0.007507204078137875},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.17464248836,PHYS_2,{'y': -86.2401216; 'x': 41.5194358; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-36_680,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1247105598449707; 'x': 0.007245901972055435; 'z': 0.007507204078137875},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401216; 'x': 41.5194358; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-36_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1247105598449707; 'x': 0.007245901972055435; 'z': 0.007507204078137875},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401216; 'x': 41.5194358; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-36_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1247105598449707; 'x': 0.007245901972055435; 'z': 0.007507204078137875},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401216; 'x': 41.5194358; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-36_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1247105598449707; 'x': 0.007245901972055435; 'z': 0.007507204078137875},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.240122; 'x': 41.519436; 'z': 0.02},{'y': -0.01; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-37_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.124560832977295; 'x': 0.007212508469820023; 'z': 0.0074938759207725525},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.240122; 'x': 41.519436; 'z': 0.02},{'y': -0.01; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-37_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.124560832977295; 'x': 0.007212508469820023; 'z': 0.0074938759207725525},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.240122; 'x': 41.519436; 'z': 0.02},{'y': -0.01; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-37_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.124560832977295; 'x': 0.007212508469820023; 'z': 0.0074938759207725525},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.240122; 'x': 41.519436; 'z': 0.02},{'y': -0.01; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-37_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.124560832977295; 'x': 0.007212508469820023; 'z': 0.0074938759207725525},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401225; 'x': 41.5194362; 'z': 0.02},{'y': -0.01; 'x': 0.0; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-55-37_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -3.1242458820343018; 'x': 0.007370352745056152; 'z': 0.007470002397894859},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401225; 'x': 41.5194362; 'z': 0.02},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-55-37_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -3.1242458820343018; 'x': 0.007370352745056152; 'z': 0.007470002397894859},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401225; 'x': 41.5194362; 'z': 0.02},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-55-37_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -3.1242458820343018; 'x': 0.007370352745056152; 'z': 0.007470002397894859},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401225; 'x': 41.5194362; 'z': 0.02},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-55-37_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -3.1242458820343018; 'x': 0.007370352745056152; 'z': 0.007470002397894859},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401232; 'x': 41.5194364; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-37_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -3.1242458820343018; 'x': 0.007370352745056152; 'z': 0.007470002397894859},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401232; 'x': 41.5194364; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-37_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -3.1242458820343018; 'x': 0.007370352745056152; 'z': 0.007470002397894859},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401232; 'x': 41.5194364; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-38_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1239683628082275; 'x': 0.007395176216959953; 'z': 0.007691863924264908},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401232; 'x': 41.5194364; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-38_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1239683628082275; 'x': 0.007395176216959953; 'z': 0.007691863924264908},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401232; 'x': 41.5194364; 'z': 0.02},{'y': -0.02; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-38_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1239683628082275; 'x': 0.007395176216959953; 'z': 0.007691863924264908},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401241; 'x': 41.5194364; 'z': 0.01},{'y': -0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-38_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1239683628082275; 'x': 0.007395176216959953; 'z': 0.007691863924264908},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401241; 'x': 41.5194364; 'z': 0.01},{'y': -0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-38_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1239683628082275; 'x': 0.007395176216959953; 'z': 0.007691863924264908},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401241; 'x': 41.5194364; 'z': 0.01},{'y': -0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-38_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.170880064368,{'y': -3.1238865852355957; 'x': 0.007345689460635185; 'z': 0.0080180699005723},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.170880064368,PHYS_2,{'y': -86.2401241; 'x': 41.5194364; 'z': 0.01},{'y': -0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-38_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.170880064368,{'y': -3.1238865852355957; 'x': 0.007345689460635185; 'z': 0.0080180699005723},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.170880064368,PHYS_2,{'y': -86.2401241; 'x': 41.5194364; 'z': 0.01},{'y': -0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-38_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.170880064368,{'y': -3.1238865852355957; 'x': 0.007345689460635185; 'z': 0.0080180699005723},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.170880064368,PHYS_2,{'y': -86.2401241; 'x': 41.5194364; 'z': 0.01},{'y': -0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-38_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.170880064368,{'y': -3.1238865852355957; 'x': 0.007345689460635185; 'z': 0.0080180699005723},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.170880064368,PHYS_2,{'y': -86.2401241; 'x': 41.5194364; 'z': 0.01},{'y': -0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-38_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.170880064368,{'y': -3.1238865852355957; 'x': 0.007345689460635185; 'z': 0.0080180699005723},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.170880064368,PHYS_2,{'y': -86.2401249; 'x': 41.5194366; 'z': 0.0},{'y': -0.05; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-39_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.170293867588,{'y': -3.1236000061035156; 'x': 0.007521221414208412; 'z': 0.008143710903823376},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.170293867588,PHYS_2,{'y': -86.2401249; 'x': 41.5194366; 'z': 0.0},{'y': -0.05; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-39_180,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.170293867588,{'y': -3.1236000061035156; 'x': 0.007521221414208412; 'z': 0.008143710903823376},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.170293867588,PHYS_2,{'y': -86.2401249; 'x': 41.5194366; 'z': 0.0},{'y': -0.05; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-55-39_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.170293867588,{'y': -3.1236000061035156; 'x': 0.007521221414208412; 'z': 0.008143710903823376},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.170293867588,PHYS_2,{'y': -86.2401249; 'x': 41.5194366; 'z': 0.0},{'y': -0.05; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
