time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-20-49_980,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.104403063655,{'y': -2.980163812637329; 'x': 0.023528529331088066; 'z': 0.0005901278927922249},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.104403063655,PHYS_2,{'y': -86.2401238; 'x': 41.5194205; 'z': 1.44},{'y': 0.02; 'x': 0.1; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-09_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.9756345748901367; 'x': 0.02211991883814335; 'z': 0.002720155753195286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401172; 'x': 41.5194158; 'z': 1.21},{'y': -0.03; 'x': 0.11; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-09_380,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.9756345748901367; 'x': 0.02211991883814335; 'z': 0.002720155753195286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401172; 'x': 41.5194158; 'z': 1.21},{'y': -0.03; 'x': 0.11; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-09_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -2.9756345748901367; 'x': 0.02211991883814335; 'z': 0.002720155753195286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401172; 'x': 41.5194158; 'z': 1.21},{'y': -0.03; 'x': 0.11; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-09_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -2.9756345748901367; 'x': 0.02211991883814335; 'z': 0.002720155753195286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401172; 'x': 41.5194158; 'z': 1.21},{'y': -0.03; 'x': 0.11; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-09_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -2.9756345748901367; 'x': 0.02211991883814335; 'z': 0.002720155753195286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401172; 'x': 41.5194158; 'z': 1.21},{'y': -0.03; 'x': 0.11; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-09_780,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -2.9756345748901367; 'x': 0.02211991883814335; 'z': 0.002720155753195286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401179; 'x': 41.5194165; 'z': 1.22},{'y': -0.04; 'x': 0.14; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-09_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -2.9756345748901367; 'x': 0.02211991883814335; 'z': 0.002720155753195286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401179; 'x': 41.5194165; 'z': 1.22},{'y': -0.04; 'x': 0.14; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-09_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -2.9756345748901367; 'x': 0.02211991883814335; 'z': 0.002720155753195286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401179; 'x': 41.5194165; 'z': 1.22},{'y': -0.04; 'x': 0.14; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-10_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0721110254526,{'y': -2.9759256839752197; 'x': 0.022545358166098595; 'z': 0.0026059653609991074},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0721110254526,PHYS_2,{'y': -86.2401179; 'x': 41.5194165; 'z': 1.22},{'y': -0.04; 'x': 0.14; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-10_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0721110254526,{'y': -2.9759256839752197; 'x': 0.022545358166098595; 'z': 0.0026059653609991074},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0721110254526,PHYS_2,{'y': -86.2401179; 'x': 41.5194165; 'z': 1.22},{'y': -0.04; 'x': 0.14; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-10_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0721110254526,{'y': -2.9759256839752197; 'x': 0.022545358166098595; 'z': 0.0026059653609991074},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0721110254526,PHYS_2,{'y': -86.2401179; 'x': 41.5194165; 'z': 1.22},{'y': -0.04; 'x': 0.14; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-10_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0721110254526,{'y': -2.9759256839752197; 'x': 0.022545358166098595; 'z': 0.0026059653609991074},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0721110254526,PHYS_2,{'y': -86.2401183; 'x': 41.5194171; 'z': 1.21},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-10_480,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0721110254526,{'y': -2.9760818481445312; 'x': 0.02259698696434498; 'z': 0.0023726001381874084},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0721110254526,PHYS_2,{'y': -86.2401183; 'x': 41.5194171; 'z': 1.21},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-10_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.9760818481445312; 'x': 0.02259698696434498; 'z': 0.0023726001381874084},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401183; 'x': 41.5194171; 'z': 1.21},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-10_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.9760818481445312; 'x': 0.02259698696434498; 'z': 0.0023726001381874084},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401183; 'x': 41.5194171; 'z': 1.21},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-10_780,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.9760818481445312; 'x': 0.02259698696434498; 'z': 0.0023726001381874084},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401183; 'x': 41.5194171; 'z': 1.21},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-10_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.9760818481445312; 'x': 0.02259698696434498; 'z': 0.0023726001381874084},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401183; 'x': 41.5194171; 'z': 1.21},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-10_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.9760818481445312; 'x': 0.02259698696434498; 'z': 0.0023726001381874084},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401186; 'x': 41.5194176; 'z': 1.22},{'y': -0.04; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-11_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.9760818481445312; 'x': 0.02259698696434498; 'z': 0.0023726001381874084},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401186; 'x': 41.5194176; 'z': 1.22},{'y': -0.04; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-11_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.976205587387085; 'x': 0.022542370483279228; 'z': 0.0020572813227772713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401186; 'x': 41.5194176; 'z': 1.22},{'y': -0.04; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-11_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.976205587387085; 'x': 0.022542370483279228; 'z': 0.0020572813227772713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401186; 'x': 41.5194176; 'z': 1.22},{'y': -0.04; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-11_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.976205587387085; 'x': 0.022542370483279228; 'z': 0.0020572813227772713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401186; 'x': 41.5194176; 'z': 1.22},{'y': -0.04; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-11_480,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.976205587387085; 'x': 0.022542370483279228; 'z': 0.0020572813227772713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401186; 'x': 41.5194176; 'z': 1.22},{'y': -0.04; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-11_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.976205587387085; 'x': 0.022542370483279228; 'z': 0.0020572813227772713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401186; 'x': 41.5194176; 'z': 1.22},{'y': -0.04; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-11_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.976205587387085; 'x': 0.022542370483279228; 'z': 0.0020572813227772713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401186; 'x': 41.5194176; 'z': 1.22},{'y': -0.04; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-11_780,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.976205587387085; 'x': 0.022542370483279228; 'z': 0.0020572813227772713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401192; 'x': 41.5194179; 'z': 1.23},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-11_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.976205587387085; 'x': 0.022542370483279228; 'z': 0.0020572813227772713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401192; 'x': 41.5194179; 'z': 1.23},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-11_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.9764373302459717; 'x': 0.022321218624711037; 'z': 0.00215963926166296},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401192; 'x': 41.5194179; 'z': 1.23},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-12_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.9764373302459717; 'x': 0.022321218624711037; 'z': 0.00215963926166296},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401192; 'x': 41.5194179; 'z': 1.23},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-12_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.9764373302459717; 'x': 0.022321218624711037; 'z': 0.00215963926166296},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401192; 'x': 41.5194179; 'z': 1.23},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-12_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.9764373302459717; 'x': 0.022321218624711037; 'z': 0.00215963926166296},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401192; 'x': 41.5194179; 'z': 1.23},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-12_380,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.9764373302459717; 'x': 0.022321218624711037; 'z': 0.00215963926166296},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401196; 'x': 41.5194183; 'z': 1.23},{'y': -0.05; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-12_480,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.9764373302459717; 'x': 0.022321218624711037; 'z': 0.00215963926166296},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401196; 'x': 41.5194183; 'z': 1.23},{'y': -0.05; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-12_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.9764373302459717; 'x': 0.022321218624711037; 'z': 0.00215963926166296},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401196; 'x': 41.5194183; 'z': 1.23},{'y': -0.05; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-12_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -2.976496696472168; 'x': 0.02243010513484478; 'z': 0.00193113274872303},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401196; 'x': 41.5194183; 'z': 1.23},{'y': -0.05; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-12_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -2.976496696472168; 'x': 0.02243010513484478; 'z': 0.00193113274872303},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401196; 'x': 41.5194183; 'z': 1.23},{'y': -0.05; 'x': 0.16; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-12_880,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -2.976496696472168; 'x': 0.02243010513484478; 'z': 0.00193113274872303},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401198; 'x': 41.5194185; 'z': 1.25},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-12_980,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.125299632549,{'y': -2.976447582244873; 'x': 0.022415967658162117; 'z': 0.0016127238050103188},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.125299632549,PHYS_2,{'y': -86.2401198; 'x': 41.5194185; 'z': 1.25},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-13_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.125299632549,{'y': -2.976447582244873; 'x': 0.022415967658162117; 'z': 0.0016127238050103188},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.125299632549,PHYS_2,{'y': -86.2401198; 'x': 41.5194185; 'z': 1.25},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-13_180,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.125299632549,{'y': -2.976447582244873; 'x': 0.022415967658162117; 'z': 0.0016127238050103188},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.125299632549,PHYS_2,{'y': -86.2401198; 'x': 41.5194185; 'z': 1.25},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-13_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.125299632549,{'y': -2.976447582244873; 'x': 0.022415967658162117; 'z': 0.0016127238050103188},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.125299632549,PHYS_2,{'y': -86.2401198; 'x': 41.5194185; 'z': 1.25},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-13_380,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.125299632549,{'y': -2.976447582244873; 'x': 0.022415967658162117; 'z': 0.0016127238050103188},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.125299632549,PHYS_2,{'y': -86.2401198; 'x': 41.5194185; 'z': 1.25},{'y': -0.05; 'x': 0.15; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-13_480,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.125299632549,{'y': -2.976447582244873; 'x': 0.022415967658162117; 'z': 0.0016127238050103188},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.125299632549,PHYS_2,{'y': -86.2401198; 'x': 41.5194184; 'z': 1.26},{'y': -0.03; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-13_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.125299632549,{'y': -2.976447582244873; 'x': 0.022415967658162117; 'z': 0.0016127238050103188},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.125299632549,PHYS_2,{'y': -86.2401198; 'x': 41.5194184; 'z': 1.26},{'y': -0.03; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-13_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.125299632549,{'y': -2.976447582244873; 'x': 0.022415967658162117; 'z': 0.0016127238050103188},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.125299632549,PHYS_2,{'y': -86.2401198; 'x': 41.5194184; 'z': 1.26},{'y': -0.03; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-13_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10630145669,{'y': -2.976468086242676; 'x': 0.021872011944651604; 'z': 0.000980922020971775},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.10630145669,PHYS_2,{'y': -86.2401198; 'x': 41.5194184; 'z': 1.26},{'y': -0.03; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-13_880,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10630145669,{'y': -2.976468086242676; 'x': 0.021872011944651604; 'z': 0.000980922020971775},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.10630145669,PHYS_2,{'y': -86.2401198; 'x': 41.5194184; 'z': 1.26},{'y': -0.03; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-13_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10630145669,{'y': -2.976468086242676; 'x': 0.021872011944651604; 'z': 0.000980922020971775},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.10630145669,PHYS_2,{'y': -86.2401198; 'x': 41.5194184; 'z': 1.26},{'y': -0.03; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-14_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10630145669,{'y': -2.976468086242676; 'x': 0.021872011944651604; 'z': 0.000980922020971775},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.10630145669,PHYS_2,{'y': -86.2401198; 'x': 41.5194184; 'z': 1.26},{'y': -0.03; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-14_180,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10630145669,{'y': -2.976468086242676; 'x': 0.021872011944651604; 'z': 0.000980922020971775},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.10630145669,PHYS_2,{'y': -86.2401196; 'x': 41.5194182; 'z': 1.27},{'y': -0.01; 'x': 0.1; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-14_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10630145669,{'y': -2.9764504432678223; 'x': 0.021502362564206123; 'z': 0.00044333282858133316},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.10630145669,PHYS_2,{'y': -86.2401196; 'x': 41.5194182; 'z': 1.27},{'y': -0.01; 'x': 0.1; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-14_380,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10630145669,{'y': -2.9764504432678223; 'x': 0.021502362564206123; 'z': 0.00044333282858133316},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.10630145669,PHYS_2,{'y': -86.2401196; 'x': 41.5194182; 'z': 1.27},{'y': -0.01; 'x': 0.1; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-14_480,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.134536236525,{'y': -2.9764504432678223; 'x': 0.021502362564206123; 'z': 0.00044333282858133316},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.134536236525,PHYS_2,{'y': -86.2401196; 'x': 41.5194182; 'z': 1.27},{'y': -0.01; 'x': 0.1; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-14_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.134536236525,{'y': -2.9764504432678223; 'x': 0.021502362564206123; 'z': 0.00044333282858133316},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.134536236525,PHYS_2,{'y': -86.2401196; 'x': 41.5194182; 'z': 1.27},{'y': -0.01; 'x': 0.1; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-14_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.134536236525,{'y': -2.9764504432678223; 'x': 0.021502362564206123; 'z': 0.00044333282858133316},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.134536236525,PHYS_2,{'y': -86.2401196; 'x': 41.519418; 'z': 1.28},{'y': 0.0; 'x': 0.09; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-14_780,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.134536236525,{'y': -2.9765145778656006; 'x': 0.02130681462585926; 'z': 0.0003213975578546524},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.134536236525,PHYS_2,{'y': -86.2401196; 'x': 41.519418; 'z': 1.28},{'y': 0.0; 'x': 0.09; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-14_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0299999993294,{'y': -2.9765145778656006; 'x': 0.02130681462585926; 'z': 0.0003213975578546524},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0299999993294,PHYS_2,{'y': -86.2401196; 'x': 41.519418; 'z': 1.28},{'y': 0.0; 'x': 0.09; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-14_980,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0299999993294,{'y': -2.9765145778656006; 'x': 0.02130681462585926; 'z': 0.0003213975578546524},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0299999993294,PHYS_2,{'y': -86.2401196; 'x': 41.519418; 'z': 1.28},{'y': 0.0; 'x': 0.09; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-15_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0299999993294,{'y': -2.9765145778656006; 'x': 0.02130681462585926; 'z': 0.0003213975578546524},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0299999993294,PHYS_2,{'y': -86.2401197; 'x': 41.5194179; 'z': 1.27},{'y': -0.01; 'x': 0.08; 'z': 0.01},189,ALT_HOLD
