time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-04-08_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.104187250137329; 'x': 0.010233262553811073; 'z': 0.008485267870128155},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401234; 'x': 41.5194275; 'z': 0.13},{'y': 0.0; 'x': -0.02; 'z': -0.01},182,GUIDED
2017_07_18__15-04-37_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1032872200012207; 'x': 0.01020733080804348; 'z': 0.009109183214604855},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401301; 'x': 41.5194263; 'z': 0.29},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-37_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1032872200012207; 'x': 0.01020733080804348; 'z': 0.009109183214604855},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401301; 'x': 41.5194263; 'z': 0.29},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-37_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1032872200012207; 'x': 0.01020733080804348; 'z': 0.009109183214604855},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401301; 'x': 41.5194263; 'z': 0.29},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-37_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0282842703164,{'y': -3.1032893657684326; 'x': 0.009948519989848137; 'z': 0.009129547514021397},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0282842703164,PHYS_2,{'y': -86.2401301; 'x': 41.5194263; 'z': 0.29},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-37_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0282842703164,{'y': -3.1032893657684326; 'x': 0.009948519989848137; 'z': 0.009129547514021397},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0282842703164,PHYS_2,{'y': -86.2401301; 'x': 41.5194263; 'z': 0.29},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-37_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0282842703164,{'y': -3.1032893657684326; 'x': 0.009948519989848137; 'z': 0.009129547514021397},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0282842703164,PHYS_2,{'y': -86.2401301; 'x': 41.5194263; 'z': 0.29},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-38_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0282842703164,{'y': -3.1032893657684326; 'x': 0.009948519989848137; 'z': 0.009129547514021397},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0282842703164,PHYS_2,{'y': -86.2401301; 'x': 41.5194263; 'z': 0.29},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-38_175,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0282842703164,{'y': -3.1033334732055664; 'x': 0.009772056713700294; 'z': 0.009214733727276325},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0282842703164,PHYS_2,{'y': -86.2401297; 'x': 41.5194263; 'z': 0.3},{'y': 0.02; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-04-38_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.1033334732055664; 'x': 0.009772056713700294; 'z': 0.009214733727276325},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401297; 'x': 41.5194263; 'z': 0.3},{'y': 0.02; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-04-38_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.1033334732055664; 'x': 0.009772056713700294; 'z': 0.009214733727276325},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401297; 'x': 41.5194263; 'z': 0.3},{'y': 0.02; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-04-38_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.1033334732055664; 'x': 0.009772056713700294; 'z': 0.009214733727276325},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401297; 'x': 41.5194263; 'z': 0.3},{'y': 0.02; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-04-38_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.1033334732055664; 'x': 0.009772056713700294; 'z': 0.009214733727276325},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401293; 'x': 41.5194264; 'z': 0.3},{'y': 0.02; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-38_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.1033663749694824; 'x': 0.01001030020415783; 'z': 0.009444967843592167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401293; 'x': 41.5194264; 'z': 0.3},{'y': 0.02; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-38_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.1033663749694824; 'x': 0.01001030020415783; 'z': 0.009444967843592167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401293; 'x': 41.5194264; 'z': 0.3},{'y': 0.02; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-38_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.208086520433,{'y': -3.1033663749694824; 'x': 0.01001030020415783; 'z': 0.009444967843592167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.208086520433,PHYS_2,{'y': -86.2401293; 'x': 41.5194264; 'z': 0.3},{'y': 0.02; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-38_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.208086520433,{'y': -3.1033663749694824; 'x': 0.01001030020415783; 'z': 0.009444967843592167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.208086520433,PHYS_2,{'y': -86.2401293; 'x': 41.5194264; 'z': 0.3},{'y': 0.02; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-39_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.208086520433,{'y': -3.1033663749694824; 'x': 0.01001030020415783; 'z': 0.009444967843592167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.208086520433,PHYS_2,{'y': -86.2401285; 'x': 41.5194265; 'z': 0.3},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-39_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.208086520433,{'y': -3.1033663749694824; 'x': 0.01001030020415783; 'z': 0.009444967843592167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.208086520433,PHYS_2,{'y': -86.2401285; 'x': 41.5194265; 'z': 0.3},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-39_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.208086520433,{'y': -3.1033663749694824; 'x': 0.01001030020415783; 'z': 0.009444967843592167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.208086520433,PHYS_2,{'y': -86.2401285; 'x': 41.5194265; 'z': 0.3},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-39_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.103469133377075; 'x': 0.010048983618617058; 'z': 0.009186414070427418},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401285; 'x': 41.5194265; 'z': 0.3},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-39_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.103469133377075; 'x': 0.010048983618617058; 'z': 0.009186414070427418},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401285; 'x': 41.5194265; 'z': 0.3},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-39_567,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.103469133377075; 'x': 0.010048983618617058; 'z': 0.009186414070427418},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401285; 'x': 41.5194265; 'z': 0.3},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-39_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.103469133377075; 'x': 0.010048983618617058; 'z': 0.009186414070427418},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401285; 'x': 41.5194265; 'z': 0.3},{'y': 0.03; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-04-39_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.103469133377075; 'x': 0.010048983618617058; 'z': 0.009186414070427418},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401281; 'x': 41.5194269; 'z': 0.3},{'y': 0.03; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-39_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.103532075881958; 'x': 0.010610541328787804; 'z': 0.009464464150369167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401281; 'x': 41.5194269; 'z': 0.3},{'y': 0.03; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-39_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.103532075881958; 'x': 0.010610541328787804; 'z': 0.009464464150369167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401281; 'x': 41.5194269; 'z': 0.3},{'y': 0.03; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-40_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.103532075881958; 'x': 0.010610541328787804; 'z': 0.009464464150369167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401281; 'x': 41.5194269; 'z': 0.3},{'y': 0.03; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-40_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.103532075881958; 'x': 0.010610541328787804; 'z': 0.009464464150369167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401281; 'x': 41.5194269; 'z': 0.3},{'y': 0.03; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-40_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.103532075881958; 'x': 0.010610541328787804; 'z': 0.009464464150369167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401281; 'x': 41.5194269; 'z': 0.3},{'y': 0.03; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-40_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.103532075881958; 'x': 0.010610541328787804; 'z': 0.009464464150369167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401281; 'x': 41.5194269; 'z': 0.3},{'y': 0.03; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-40_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.103532075881958; 'x': 0.010610541328787804; 'z': 0.009464464150369167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.240128; 'x': 41.519427; 'z': 0.3},{'y': 0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-40_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.103532075881958; 'x': 0.010610541328787804; 'z': 0.009464464150369167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.240128; 'x': 41.519427; 'z': 0.3},{'y': 0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-40_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.103532075881958; 'x': 0.010610541328787804; 'z': 0.009464464150369167},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.240128; 'x': 41.519427; 'z': 0.3},{'y': 0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-40_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.103645086288452; 'x': 0.01032324694097042; 'z': 0.009853704832494259},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.240128; 'x': 41.519427; 'z': 0.3},{'y': 0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-40_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.103645086288452; 'x': 0.01032324694097042; 'z': 0.009853704832494259},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.240128; 'x': 41.519427; 'z': 0.3},{'y': 0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-40_967,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.103645086288452; 'x': 0.01032324694097042; 'z': 0.009853704832494259},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401272; 'x': 41.5194267; 'z': 0.28},{'y': 0.02; 'x': -0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-04-41_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.131529465318,{'y': -3.103661060333252; 'x': 0.009597977623343468; 'z': 0.009387151338160038},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.131529465318,PHYS_2,{'y': -86.2401272; 'x': 41.5194267; 'z': 0.28},{'y': 0.02; 'x': -0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-04-41_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.131529465318,{'y': -3.103661060333252; 'x': 0.009597977623343468; 'z': 0.009387151338160038},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.131529465318,PHYS_2,{'y': -86.2401272; 'x': 41.5194267; 'z': 0.28},{'y': 0.02; 'x': -0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-04-41_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.131529465318,{'y': -3.103661060333252; 'x': 0.009597977623343468; 'z': 0.009387151338160038},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.131529465318,PHYS_2,{'y': -86.2401272; 'x': 41.5194267; 'z': 0.28},{'y': 0.02; 'x': -0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-04-41_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.131529465318,{'y': -3.103661060333252; 'x': 0.009597977623343468; 'z': 0.009387151338160038},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.131529465318,PHYS_2,{'y': -86.2401269; 'x': 41.5194267; 'z': 0.27},{'y': 0.01; 'x': -0.02; 'z': 0.01},182,GUIDED
2017_07_18__15-04-41_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.131529465318,{'y': -3.103661060333252; 'x': 0.009597977623343468; 'z': 0.009387151338160038},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.131529465318,PHYS_2,{'y': -86.2401269; 'x': 41.5194267; 'z': 0.27},{'y': 0.01; 'x': -0.02; 'z': 0.01},182,GUIDED
2017_07_18__15-04-41_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.1036880016326904; 'x': 0.009563002735376358; 'z': 0.009616167284548283},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401269; 'x': 41.5194267; 'z': 0.27},{'y': 0.01; 'x': -0.02; 'z': 0.01},182,GUIDED
2017_07_18__15-04-41_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.1036880016326904; 'x': 0.009563002735376358; 'z': 0.009616167284548283},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401269; 'x': 41.5194267; 'z': 0.27},{'y': 0.01; 'x': -0.02; 'z': 0.01},182,GUIDED
2017_07_18__15-04-41_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.1036880016326904; 'x': 0.009563002735376358; 'z': 0.009616167284548283},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401269; 'x': 41.5194267; 'z': 0.27},{'y': 0.01; 'x': -0.02; 'z': 0.01},182,GUIDED
2017_07_18__15-04-41_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.1036880016326904; 'x': 0.009563002735376358; 'z': 0.009616167284548283},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401269; 'x': 41.5194267; 'z': 0.27},{'y': 0.01; 'x': -0.02; 'z': 0.01},182,GUIDED
2017_07_18__15-04-41_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.1036880016326904; 'x': 0.009563002735376358; 'z': 0.009616167284548283},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401268; 'x': 41.5194271; 'z': 0.23},{'y': 0.0; 'x': -0.01; 'z': 0.0},182,GUIDED
2017_07_18__15-04-42_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.063245549798,{'y': -3.103792667388916; 'x': 0.009977065026760101; 'z': 0.009964901022613049},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.063245549798,PHYS_2,{'y': -86.2401268; 'x': 41.5194271; 'z': 0.23},{'y': 0.0; 'x': -0.01; 'z': 0.0},182,GUIDED
2017_07_18__15-04-42_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.063245549798,{'y': -3.103792667388916; 'x': 0.009977065026760101; 'z': 0.009964901022613049},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.063245549798,PHYS_2,{'y': -86.2401268; 'x': 41.5194271; 'z': 0.23},{'y': 0.0; 'x': -0.01; 'z': 0.0},182,GUIDED
2017_07_18__15-04-42_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.063245549798,{'y': -3.103792667388916; 'x': 0.009977065026760101; 'z': 0.009964901022613049},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.063245549798,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-42_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.063245549798,{'y': -3.1038410663604736; 'x': 0.010341333225369453; 'z': 0.010091313160955906},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.063245549798,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-42_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.063245549798,{'y': -3.1038410663604736; 'x': 0.010341333225369453; 'z': 0.010091313160955906},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.063245549798,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-42_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0141421351582,{'y': -3.1038410663604736; 'x': 0.010341333225369453; 'z': 0.010091313160955906},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0141421351582,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-42_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0141421351582,{'y': -3.1038410663604736; 'x': 0.010341333225369453; 'z': 0.010091313160955906},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0141421351582,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-42_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0141421351582,{'y': -3.1038410663604736; 'x': 0.010341333225369453; 'z': 0.010091313160955906},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0141421351582,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-42_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0141421351582,{'y': -3.1038410663604736; 'x': 0.010341333225369453; 'z': 0.010091313160955906},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0141421351582,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-42_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0141421351582,{'y': -3.1038410663604736; 'x': 0.010341333225369453; 'z': 0.010091313160955906},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0141421351582,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-43_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0141421351582,{'y': -3.1038410663604736; 'x': 0.010341333225369453; 'z': 0.010091313160955906},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0141421351582,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-43_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0141421351582,{'y': -3.1038410663604736; 'x': 0.010341333225369453; 'z': 0.010091313160955906},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0141421351582,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-43_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0141421351582,{'y': -3.1038410663604736; 'x': 0.010341333225369453; 'z': 0.010091313160955906},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0141421351582,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-43_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0141421351582,{'y': -3.1038410663604736; 'x': 0.010341333225369453; 'z': 0.010091313160955906},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0141421351582,PHYS_2,{'y': -86.240127; 'x': 41.5194277; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
