time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-01-10_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.1095948219299316; 'x': 0.011131774634122849; 'z': 0.010778029449284077},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401402; 'x': 41.519432; 'z': -0.59},{'y': -0.05; 'x': 0.01; 'z': 0.0},181,GUIDED
2017_07_18__15-01-40_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10630145669,{'y': -3.107070207595825; 'x': 0.009014850482344627; 'z': 0.009931766428053379},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10630145669,PHYS_2,{'y': -86.2401258; 'x': 41.5194243; 'z': 0.04},{'y': -0.05; 'x': 0.0; 'z': 0.03},181,GUIDED
2017_07_18__15-01-40_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10630145669,{'y': -3.107070207595825; 'x': 0.009014850482344627; 'z': 0.009931766428053379},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10630145669,PHYS_2,{'y': -86.2401258; 'x': 41.5194243; 'z': 0.04},{'y': -0.05; 'x': 0.0; 'z': 0.03},181,GUIDED
2017_07_18__15-01-41_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10630145669,{'y': -3.107070207595825; 'x': 0.009014850482344627; 'z': 0.009931766428053379},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10630145669,PHYS_2,{'y': -86.2401258; 'x': 41.5194243; 'z': 0.04},{'y': -0.05; 'x': 0.0; 'z': 0.03},181,GUIDED
2017_07_18__15-01-41_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10630145669,{'y': -3.107070207595825; 'x': 0.009014850482344627; 'z': 0.009931766428053379},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10630145669,PHYS_2,{'y': -86.2401261; 'x': 41.5194239; 'z': 0.04},{'y': -0.05; 'x': -0.01; 'z': 0.03},181,GUIDED
2017_07_18__15-01-41_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10000000149,{'y': -3.1071150302886963; 'x': 0.008726941421627998; 'z': 0.009813877753913403},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10000000149,PHYS_2,{'y': -86.2401261; 'x': 41.5194239; 'z': 0.04},{'y': -0.05; 'x': -0.01; 'z': 0.03},181,GUIDED
2017_07_18__15-01-41_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10000000149,{'y': -3.1071150302886963; 'x': 0.008726941421627998; 'z': 0.009813877753913403},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10000000149,PHYS_2,{'y': -86.2401261; 'x': 41.5194239; 'z': 0.04},{'y': -0.05; 'x': -0.01; 'z': 0.03},181,GUIDED
2017_07_18__15-01-41_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10000000149,{'y': -3.1071150302886963; 'x': 0.008726941421627998; 'z': 0.009813877753913403},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10000000149,PHYS_2,{'y': -86.2401261; 'x': 41.5194239; 'z': 0.04},{'y': -0.05; 'x': -0.01; 'z': 0.03},181,GUIDED
2017_07_18__15-01-41_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10000000149,{'y': -3.1071150302886963; 'x': 0.008726941421627998; 'z': 0.009813877753913403},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10000000149,PHYS_2,{'y': -86.2401261; 'x': 41.5194239; 'z': 0.04},{'y': -0.05; 'x': -0.01; 'z': 0.03},181,GUIDED
2017_07_18__15-01-41_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10000000149,{'y': -3.1071150302886963; 'x': 0.008726941421627998; 'z': 0.009813877753913403},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10000000149,PHYS_2,{'y': -86.2401261; 'x': 41.5194239; 'z': 0.04},{'y': -0.05; 'x': -0.01; 'z': 0.03},181,GUIDED
2017_07_18__15-01-41_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10000000149,{'y': -3.1071150302886963; 'x': 0.008726941421627998; 'z': 0.009813877753913403},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10000000149,PHYS_2,{'y': -86.2401264; 'x': 41.5194233; 'z': 0.03},{'y': -0.05; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-41_891,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.164924219251,{'y': -3.1071414947509766; 'x': 0.008404623717069626; 'z': 0.009639699943363667},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.164924219251,PHYS_2,{'y': -86.2401264; 'x': 41.5194233; 'z': 0.03},{'y': -0.05; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-41_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.164924219251,{'y': -3.1071414947509766; 'x': 0.008404623717069626; 'z': 0.009639699943363667},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.164924219251,PHYS_2,{'y': -86.2401264; 'x': 41.5194233; 'z': 0.03},{'y': -0.05; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-42_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.164924219251,{'y': -3.1071414947509766; 'x': 0.008404623717069626; 'z': 0.009639699943363667},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.164924219251,PHYS_2,{'y': -86.2401264; 'x': 41.5194233; 'z': 0.03},{'y': -0.05; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-42_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.164924219251,{'y': -3.1071414947509766; 'x': 0.008404623717069626; 'z': 0.009639699943363667},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.164924219251,PHYS_2,{'y': -86.2401266; 'x': 41.5194227; 'z': 0.01},{'y': -0.04; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-42_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.164924219251,{'y': -3.1071414947509766; 'x': 0.008404623717069626; 'z': 0.009639699943363667},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.164924219251,PHYS_2,{'y': -86.2401266; 'x': 41.5194227; 'z': 0.01},{'y': -0.04; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-42_391,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.164924219251,{'y': -3.1070871353149414; 'x': 0.00817514955997467; 'z': 0.00949817057698965},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.164924219251,PHYS_2,{'y': -86.2401266; 'x': 41.5194227; 'z': 0.01},{'y': -0.04; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-42_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.144222050905,{'y': -3.1070871353149414; 'x': 0.00817514955997467; 'z': 0.00949817057698965},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.144222050905,PHYS_2,{'y': -86.2401266; 'x': 41.5194227; 'z': 0.01},{'y': -0.04; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-42_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.144222050905,{'y': -3.1070871353149414; 'x': 0.00817514955997467; 'z': 0.00949817057698965},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.144222050905,PHYS_2,{'y': -86.2401266; 'x': 41.5194227; 'z': 0.01},{'y': -0.04; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-42_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.144222050905,{'y': -3.1070871353149414; 'x': 0.00817514955997467; 'z': 0.00949817057698965},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.144222050905,PHYS_2,{'y': -86.2401266; 'x': 41.5194227; 'z': 0.01},{'y': -0.04; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-42_791,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.144222050905,{'y': -3.1070871353149414; 'x': 0.00817514955997467; 'z': 0.00949817057698965},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.144222050905,PHYS_2,{'y': -86.2401267; 'x': 41.5194223; 'z': 0.01},{'y': -0.03; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-42_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.144222050905,{'y': -3.1070871353149414; 'x': 0.00817514955997467; 'z': 0.00949817057698965},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.144222050905,PHYS_2,{'y': -86.2401267; 'x': 41.5194223; 'z': 0.01},{'y': -0.03; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-42_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.144222050905,{'y': -3.1070871353149414; 'x': 0.00817514955997467; 'z': 0.00949817057698965},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.144222050905,PHYS_2,{'y': -86.2401267; 'x': 41.5194223; 'z': 0.01},{'y': -0.03; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-43_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.144222050905,{'y': -3.1069953441619873; 'x': 0.008386040106415749; 'z': 0.00939097348600626},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.144222050905,PHYS_2,{'y': -86.2401267; 'x': 41.5194223; 'z': 0.01},{'y': -0.03; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-43_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.144222050905,{'y': -3.1069953441619873; 'x': 0.008386040106415749; 'z': 0.00939097348600626},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.144222050905,PHYS_2,{'y': -86.2401267; 'x': 41.5194223; 'z': 0.01},{'y': -0.03; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-43_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0894427150488,{'y': -3.1069953441619873; 'x': 0.008386040106415749; 'z': 0.00939097348600626},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0894427150488,PHYS_2,{'y': -86.2401267; 'x': 41.5194223; 'z': 0.01},{'y': -0.03; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-43_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0894427150488,{'y': -3.1069953441619873; 'x': 0.008386040106415749; 'z': 0.00939097348600626},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0894427150488,PHYS_2,{'y': -86.2401267; 'x': 41.5194223; 'z': 0.01},{'y': -0.03; 'x': -0.04; 'z': 0.02},181,GUIDED
2017_07_18__15-01-43_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0894427150488,{'y': -3.1069953441619873; 'x': 0.008386040106415749; 'z': 0.00939097348600626},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0894427150488,PHYS_2,{'y': -86.2401266; 'x': 41.519422; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-43_591,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0894427150488,{'y': -3.107010841369629; 'x': 0.008571796119213104; 'z': 0.009229605086147785},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0894427150488,PHYS_2,{'y': -86.2401266; 'x': 41.519422; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-43_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0894427150488,{'y': -3.107010841369629; 'x': 0.008571796119213104; 'z': 0.009229605086147785},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0894427150488,PHYS_2,{'y': -86.2401266; 'x': 41.519422; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-43_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.107010841369629; 'x': 0.008571796119213104; 'z': 0.009229605086147785},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401266; 'x': 41.519422; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-43_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.107010841369629; 'x': 0.008571796119213104; 'z': 0.009229605086147785},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401266; 'x': 41.519422; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-43_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.107010841369629; 'x': 0.008571796119213104; 'z': 0.009229605086147785},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401266; 'x': 41.519422; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-44_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.107010841369629; 'x': 0.008571796119213104; 'z': 0.009229605086147785},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401266; 'x': 41.519422; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-44_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.106987237930298; 'x': 0.008566321805119514; 'z': 0.00900233630090952},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401266; 'x': 41.519422; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-44_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.106987237930298; 'x': 0.008566321805119514; 'z': 0.00900233630090952},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401266; 'x': 41.519422; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-44_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.106987237930298; 'x': 0.008566321805119514; 'z': 0.00900233630090952},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401266; 'x': 41.519422; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-44_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.1069867610931396; 'x': 0.008573004975914955; 'z': 0.009041872806847095},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401267; 'x': 41.5194214; 'z': 0.03},{'y': -0.01; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-44_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.1069867610931396; 'x': 0.008573004975914955; 'z': 0.009041872806847095},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401267; 'x': 41.5194214; 'z': 0.03},{'y': -0.01; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-44_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.1069867610931396; 'x': 0.008573004975914955; 'z': 0.009041872806847095},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401267; 'x': 41.5194214; 'z': 0.03},{'y': -0.01; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-44_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.1069867610931396; 'x': 0.008573004975914955; 'z': 0.009041872806847095},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401267; 'x': 41.5194214; 'z': 0.03},{'y': -0.01; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-44_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.1069867610931396; 'x': 0.008573004975914955; 'z': 0.009041872806847095},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401267; 'x': 41.5194214; 'z': 0.03},{'y': -0.01; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-44_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.1069867610931396; 'x': 0.008573004975914955; 'z': 0.009041872806847095},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401268; 'x': 41.519421; 'z': 0.03},{'y': -0.01; 'x': -0.04; 'z': 0.03},181,GUIDED
2017_07_18__15-01-45_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.1069867610931396; 'x': 0.008573004975914955; 'z': 0.009041872806847095},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401268; 'x': 41.519421; 'z': 0.03},{'y': -0.01; 'x': -0.04; 'z': 0.03},181,GUIDED
2017_07_18__15-01-45_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.1069610118865967; 'x': 0.008524442091584206; 'z': 0.008966810069978237},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401268; 'x': 41.519421; 'z': 0.03},{'y': -0.01; 'x': -0.04; 'z': 0.03},181,GUIDED
2017_07_18__15-01-45_292,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.1069610118865967; 'x': 0.008524442091584206; 'z': 0.008966810069978237},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401268; 'x': 41.519421; 'z': 0.03},{'y': -0.01; 'x': -0.04; 'z': 0.03},181,GUIDED
2017_07_18__15-01-45_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.1069610118865967; 'x': 0.008524442091584206; 'z': 0.008966810069978237},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401268; 'x': 41.519421; 'z': 0.03},{'y': -0.01; 'x': -0.04; 'z': 0.03},181,GUIDED
2017_07_18__15-01-45_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.1069610118865967; 'x': 0.008524442091584206; 'z': 0.008966810069978237},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401268; 'x': 41.519421; 'z': 0.03},{'y': -0.01; 'x': -0.04; 'z': 0.03},181,GUIDED
2017_07_18__15-01-45_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.1069610118865967; 'x': 0.008524442091584206; 'z': 0.008966810069978237},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401268; 'x': 41.519421; 'z': 0.03},{'y': -0.01; 'x': -0.04; 'z': 0.03},181,GUIDED
2017_07_18__15-01-45_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.1069610118865967; 'x': 0.008524442091584206; 'z': 0.008966810069978237},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401271; 'x': 41.5194206; 'z': 0.02},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-45_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.1069610118865967; 'x': 0.008524442091584206; 'z': 0.008966810069978237},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401271; 'x': 41.5194206; 'z': 0.02},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-45_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.1069610118865967; 'x': 0.008524442091584206; 'z': 0.008966810069978237},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401271; 'x': 41.5194206; 'z': 0.02},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-45_991,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.1069610118865967; 'x': 0.008524442091584206; 'z': 0.008966810069978237},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401271; 'x': 41.5194206; 'z': 0.02},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-46_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.106891632080078; 'x': 0.008633075281977654; 'z': 0.009181804023683071},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401271; 'x': 41.5194206; 'z': 0.02},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-46_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.106891632080078; 'x': 0.008633075281977654; 'z': 0.009181804023683071},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401271; 'x': 41.5194206; 'z': 0.02},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-46_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.106891632080078; 'x': 0.008633075281977654; 'z': 0.009181804023683071},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401271; 'x': 41.5194206; 'z': 0.02},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-46_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.106891632080078; 'x': 0.008633075281977654; 'z': 0.009181804023683071},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401271; 'x': 41.5194206; 'z': 0.02},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-46_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.106891632080078; 'x': 0.008633075281977654; 'z': 0.009181804023683071},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401273; 'x': 41.5194204; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-46_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.106839656829834; 'x': 0.008822357282042503; 'z': 0.009089057333767414},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401273; 'x': 41.5194204; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-46_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.106839656829834; 'x': 0.008822357282042503; 'z': 0.009089057333767414},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401273; 'x': 41.5194204; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},181,GUIDED
2017_07_18__15-01-46_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.106839656829834; 'x': 0.008822357282042503; 'z': 0.009089057333767414},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401273; 'x': 41.5194204; 'z': 0.03},{'y': -0.02; 'x': -0.03; 'z': 0.03},182,GUIDED
